                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.69836,                0.50531,                 1.0345,                0.80021,                0.78969,                0.82265,                0.54165,                 1.2373,                0.87114,                 1.4472,             0.00042456,             0.00042456,             0.00042456
                     96,                0.71609,                0.51178,                 1.0371,                0.79121,                0.77287,                0.81637,                0.52899,                 1.2656,                0.86108,                 1.4525,             0.00041838,             0.00041838,             0.00041838
                     97,                0.70247,                 0.5133,                 1.0411,                0.80465,                0.76664,                0.82071,                0.54318,                 1.2474,                0.86128,                 1.4477,             0.00041219,             0.00041219,             0.00041219
                     98,                0.71019,                0.51028,                 1.0344,                0.81532,                0.76596,                0.82327,                0.53364,                 1.2557,                0.86398,                 1.4491,               0.000406,               0.000406,               0.000406
                     99,                0.69426,                0.49752,                 1.0217,                0.84198,                0.75079,                0.82613,                 0.5338,                 1.2466,                0.81224,                 1.4701,             0.00039981,             0.00039981,             0.00039981
                    100,                0.68023,                0.49029,                 1.0234,                0.81388,                 0.7571,                0.82275,                0.54068,                  1.249,                0.82838,                 1.4582,             0.00039362,             0.00039362,             0.00039362
                    101,                0.67871,                0.49247,                 1.0217,                0.78046,                0.76818,                0.80923,                0.53295,                 1.2509,                0.87307,                 1.4591,             0.00038744,             0.00038744,             0.00038744
                    102,                0.66636,                0.50366,                 1.0251,                 0.8484,                0.74448,                0.82706,                 0.5308,                 1.2703,                  0.845,                 1.5101,             0.00038125,             0.00038125,             0.00038125
                    103,                0.69573,                0.51123,                 1.0284,                0.82797,                0.75912,                0.80457,                0.50912,                 1.2842,                0.87672,                 1.5072,             0.00037506,             0.00037506,             0.00037506
                    104,                0.68241,                0.49625,                 1.0337,                0.80147,                0.75868,                 0.8148,                0.53849,                 1.2529,                0.86497,                 1.4639,             0.00036888,             0.00036888,             0.00036888
                    105,                 0.6703,                0.49448,                 1.0329,                0.80473,                0.76814,                0.82076,                0.53837,                 1.2446,                0.85911,                 1.4766,             0.00036269,             0.00036269,             0.00036269
                    106,                0.65676,                0.48349,                 1.0172,                0.82647,                0.74921,                0.82375,                0.53551,                 1.2593,                 0.8636,                 1.4698,              0.0003565,              0.0003565,              0.0003565
                    107,                0.64971,                0.46695,                 1.0074,                0.83985,                0.74921,                 0.8318,                0.53468,                 1.2359,                0.86269,                 1.4788,             0.00035031,             0.00035031,             0.00035031
                    108,                0.64206,                0.46877,                  1.008,                0.81844,                0.73234,                0.81187,                0.52882,                 1.2823,                0.88661,                 1.4881,             0.00034413,             0.00034413,             0.00034413
                    109,                0.65069,                0.47279,                 1.0062,                0.83032,                0.73502,                0.80545,                0.51553,                 1.2747,                0.90593,                 1.4941,             0.00033794,             0.00033794,             0.00033794
                    110,                0.64475,                0.46831,                 1.0016,                0.80423,                0.78707,                0.82023,                0.53312,                 1.2622,                0.84744,                 1.4693,             0.00033175,             0.00033175,             0.00033175
                    111,                0.64599,                0.46047,                0.99768,                 0.8424,                0.74191,                0.82733,                0.53267,                 1.2687,                0.86661,                 1.4932,             0.00032556,             0.00032556,             0.00032556
                    112,                0.63475,                0.45693,                0.99749,                0.81965,                0.76972,                0.82142,                0.54009,                 1.2624,                0.88584,                 1.4845,             0.00031938,             0.00031938,             0.00031938
                    113,                0.63017,                0.45576,                 1.0058,                 0.8546,                0.75089,                 0.8374,                0.54162,                 1.2632,                0.83099,                 1.5006,             0.00031319,             0.00031319,             0.00031319
                    114,                0.63539,                0.45552,                 1.0005,                0.86306,                0.72555,                0.82738,                0.54674,                 1.2585,                0.86423,                 1.4981,               0.000307,               0.000307,               0.000307
                    115,                 0.6286,                  0.452,                  1.001,                0.82958,                0.76013,                0.83863,                0.54629,                 1.2393,                0.83079,                 1.4819,             0.00030081,             0.00030081,             0.00030081
                    116,                0.63288,                0.45576,                 1.0048,                0.83797,                0.73413,                0.83017,                0.53653,                 1.2761,                0.84561,                  1.513,             0.00029462,             0.00029462,             0.00029462
                    117,                0.60956,                0.45703,                 1.0009,                0.83103,                0.74606,                0.82177,                0.53179,                 1.2501,                0.84981,                 1.4709,             0.00028844,             0.00028844,             0.00028844
                    118,                0.61274,                0.44398,                 0.9847,                0.83492,                0.73394,                0.82865,                0.53838,                  1.249,                 0.8593,                 1.4877,             0.00028225,             0.00028225,             0.00028225
                    119,                0.61783,                0.44503,                0.98563,                0.78905,                0.78864,                0.82237,                0.54476,                 1.2532,                0.84511,                 1.4805,             0.00027606,             0.00027606,             0.00027606
                    120,                0.61011,                0.45761,                0.99798,                0.82126,                0.77543,                0.82414,                 0.5388,                 1.2491,                 0.8626,                 1.4696,             0.00026987,             0.00026987,             0.00026987
                    121,                0.59225,                0.43441,                0.98827,                0.82964,                0.74606,                0.82387,                 0.5459,                 1.2499,                0.86588,                  1.456,             0.00026369,             0.00026369,             0.00026369
                    122,                0.60084,                0.43563,                0.98411,                 0.8418,                0.73028,                0.82023,                0.53872,                 1.2572,                 0.8752,                 1.4923,              0.0002575,              0.0002575,              0.0002575
                    123,                0.60197,                0.44285,                0.98964,                0.80314,                0.78864,                0.83616,                0.54183,                 1.2722,                0.86659,                 1.5025,             0.00025131,             0.00025131,             0.00025131
                    124,                0.58993,                0.43771,                0.98671,                0.80829,                0.77603,                 0.8354,                 0.5455,                 1.2333,                 0.8312,                 1.4833,             0.00024513,             0.00024513,             0.00024513
                    125,                0.58774,                0.42758,                0.97513,                0.86087,                0.75079,                0.83838,                0.55018,                 1.2298,                0.83408,                 1.4714,             0.00023894,             0.00023894,             0.00023894
                    126,                0.59237,                0.41964,                0.97531,                0.83447,                 0.7554,                0.83201,                0.54471,                 1.2346,                0.86452,                 1.4307,             0.00023275,             0.00023275,             0.00023275
                    127,                  0.601,                0.43253,                0.99063,                0.86136,                0.74478,                0.84091,                0.54809,                 1.2849,                0.84888,                 1.4844,             0.00022656,             0.00022656,             0.00022656
                    128,                0.57975,                0.42251,                0.97729,                 0.8223,                0.72258,                0.82233,                0.54043,                 1.2426,                0.85369,                  1.464,             0.00022038,             0.00022038,             0.00022038
                    129,                0.57235,                0.41135,                 0.9633,                0.85213,                0.72555,                0.82034,                0.54186,                 1.2334,                0.85265,                 1.4657,             0.00021419,             0.00021419,             0.00021419
                    130,                0.56123,                0.40877,                0.97014,                0.85604,                0.75237,                0.82948,                0.54343,                 1.2394,                0.83069,                 1.4743,               0.000208,               0.000208,               0.000208
                    131,                0.56707,                0.41506,                0.96732,                0.85958,                 0.7429,                0.82693,                0.54398,                 1.2431,                0.83066,                 1.4838,             0.00020181,             0.00020181,             0.00020181
                    132,                0.56164,                0.40436,                0.96761,                0.79832,                0.77417,                0.83759,                0.54958,                 1.2313,                0.83503,                 1.4461,             0.00019562,             0.00019562,             0.00019562
                    133,                0.57238,                0.40783,                0.95852,                0.82736,                0.77104,                0.83053,                0.54479,                 1.2482,                0.86499,                 1.4659,             0.00018944,             0.00018944,             0.00018944
                    134,                0.55835,                0.40653,                 0.9662,                0.84607,                0.75079,                0.83041,                0.54655,                 1.2371,                0.87935,                 1.4758,             0.00018325,             0.00018325,             0.00018325
                    135,                0.55778,                0.39904,                0.97054,                0.82348,                0.75394,                0.82501,                0.53932,                 1.2441,                0.87012,                 1.4735,             0.00017706,             0.00017706,             0.00017706
                    136,                0.53241,                0.38531,                0.95158,                0.80141,                0.78707,                0.83203,                0.54078,                 1.2664,                0.86013,                 1.4988,             0.00017087,             0.00017087,             0.00017087
                    137,                 0.5585,                0.39396,                0.96737,                0.82384,                0.75977,                0.82663,                0.54483,                 1.2821,                0.85469,                 1.5081,             0.00016469,             0.00016469,             0.00016469
                    138,                0.54457,                0.38115,                0.95675,                0.81939,                0.76972,                0.83352,                0.54611,                 1.2621,                0.85701,                 1.4752,              0.0001585,              0.0001585,              0.0001585
                    139,                0.52789,                0.37793,                0.95472,                0.82556,                0.76183,                0.82767,                0.54708,                 1.2483,                0.88685,                 1.4535,             0.00015231,             0.00015231,             0.00015231
                    140,                0.53208,                0.36956,                0.95241,                 0.8125,                0.77233,                0.82796,                0.54641,                 1.2432,                0.87618,                 1.4484,             0.00014612,             0.00014612,             0.00014612
                    141,                0.53911,                0.37847,                0.95261,                0.79011,                0.78377,                0.82469,                0.54777,                  1.247,                0.90661,                 1.4613,             0.00013994,             0.00013994,             0.00013994
                    142,                0.53535,                0.39324,                0.96117,                0.81447,                0.75552,                0.81787,                0.54283,                 1.2408,                0.87563,                 1.4676,             0.00013375,             0.00013375,             0.00013375
                    143,                0.52836,                0.37901,                0.95836,                0.81939,                0.77918,                0.83096,                0.54944,                 1.2551,                0.86015,                 1.4831,             0.00012756,             0.00012756,             0.00012756
                    144,                0.52074,                0.37388,                0.94985,                0.80247,                0.78815,                 0.8284,                0.54808,                 1.2621,                0.86196,                 1.5041,             0.00012138,             0.00012138,             0.00012138
                    145,                 0.5111,                0.36599,                0.94845,                0.81905,                0.76393,                0.82287,                0.54069,                 1.2482,                0.88075,                 1.4837,             0.00011519,             0.00011519,             0.00011519
                    146,                0.52733,                0.37732,                0.95641,                0.81362,                 0.7643,                0.81691,                0.54277,                  1.244,                0.88858,                 1.4676,               0.000109,               0.000109,               0.000109
                    147,                0.51645,                0.36523,                0.94754,                0.81222,                0.77092,                0.82333,                0.55118,                 1.2222,                0.87144,                 1.4669,             0.00010281,             0.00010281,             0.00010281
                    148,                0.52738,                0.36844,                0.94773,                0.82979,                0.74606,                0.82381,                0.55032,                 1.2458,                0.88879,                 1.4785,             9.6625e-05,             9.6625e-05,             9.6625e-05
                    149,                 0.5044,                0.36192,                0.94495,                0.83466,                0.76183,                0.82662,                0.55134,                 1.2288,                0.86481,                 1.4713,             9.0438e-05,             9.0438e-05,             9.0438e-05
                    150,                0.50998,                 0.3655,                0.94922,                0.82935,                0.76814,                0.82488,                0.54966,                 1.2304,                 0.8703,                 1.4661,              8.425e-05,              8.425e-05,              8.425e-05
                    151,                0.45701,                0.30197,                0.87912,                0.82529,                0.73763,                0.81444,                0.53609,                 1.2556,                0.90296,                 1.4836,             7.8062e-05,             7.8062e-05,             7.8062e-05
                    152,                0.42854,                0.28282,                 0.8769,                0.78999,                0.76656,                0.81586,                0.54942,                 1.2357,                0.91214,                 1.4768,             7.1875e-05,             7.1875e-05,             7.1875e-05
                    153,                0.42126,                0.26885,                0.86859,                0.79465,                0.76814,                0.82092,                0.55839,                 1.2505,                0.89611,                 1.4826,             6.5688e-05,             6.5688e-05,             6.5688e-05
