                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                 1.2107,                 1.0415,                 1.4382,                0.74898,                0.65457,                 0.7188,                0.38072,                 1.5654,                 1.2787,                 1.8104,              0.0035031,              0.0035031,              0.0035031
                    108,                 1.2186,                 1.0289,                 1.4471,                0.71715,                0.67035,                0.70875,                0.36993,                 1.6226,                 1.2972,                 1.8448,              0.0034413,              0.0034413,              0.0034413
                    109,                 1.2191,                 1.0538,                 1.4456,                0.76033,                0.66404,                0.74377,                0.40347,                  1.585,                 1.1906,                 1.8144,              0.0033794,              0.0033794,              0.0033794
                    110,                 1.1969,                 1.0346,                 1.4363,                0.77211,                0.65457,                 0.7425,                0.41079,                 1.5447,                 1.2511,                 1.7887,              0.0033175,              0.0033175,              0.0033175
                    111,                 1.2021,                 1.0154,                 1.4289,                0.75306,                0.68454,                 0.7554,                0.41051,                 1.5188,                 1.1987,                 1.7814,              0.0032556,              0.0032556,              0.0032556
                    112,                 1.1531,                0.98987,                 1.3894,                0.72798,                0.62303,                0.69074,                0.37567,                 1.5978,                 1.3055,                 1.8265,              0.0031938,              0.0031938,              0.0031938
                    113,                 1.1637,                 1.0073,                 1.4143,                0.74128,                0.70189,                 0.7429,                 0.4116,                 1.5371,                 1.2335,                 1.7987,              0.0031319,              0.0031319,              0.0031319
                    114,                 1.1591,                0.99062,                 1.4052,                0.68206,                0.64289,                0.68454,                0.36089,                 1.5821,                 1.3651,                 1.8366,                0.00307,                0.00307,                0.00307
                    115,                 1.1928,                 1.0046,                 1.4247,                0.75041,                0.66719,                0.73131,                0.40516,                 1.5933,                 1.2285,                 1.8084,              0.0030081,              0.0030081,              0.0030081
                    116,                 1.1837,                 0.9948,                 1.4278,                0.73664,                0.67508,                0.73412,                0.39951,                 1.5749,                 1.2068,                 1.7934,              0.0029462,              0.0029462,              0.0029462
                    117,                 1.1718,                 1.0115,                 1.4265,                0.74956,                0.64669,                0.72506,                0.39739,                 1.5415,                 1.2626,                 1.7799,              0.0028844,              0.0028844,              0.0028844
                    118,                 1.1371,                 0.9756,                 1.3734,                0.74559,                0.69085,                0.74306,                0.41931,                 1.4927,                 1.1735,                 1.7504,              0.0028225,              0.0028225,              0.0028225
                    119,                 1.1495,                0.94658,                 1.3812,                0.73667,                0.67509,                0.73159,                0.40046,                 1.5845,                 1.2171,                 1.8186,              0.0027606,              0.0027606,              0.0027606
                    120,                 1.1378,                 1.0037,                 1.3819,                0.66999,                0.63249,                0.67815,                0.35568,                 1.6056,                 1.3668,                 1.8271,              0.0026987,              0.0026987,              0.0026987
                    121,                 1.1353,                0.94686,                  1.396,                0.77826,                0.67035,                0.75263,                0.39921,                 1.6336,                 1.1925,                 1.8392,              0.0026369,              0.0026369,              0.0026369
                    122,                 1.1328,                0.97377,                 1.3828,                0.68656,                0.64984,                0.70187,                0.37635,                 1.5927,                 1.2525,                 1.8409,               0.002575,               0.002575,               0.002575
                    123,                 1.1186,                0.97042,                 1.3814,                0.74382,                0.69558,                0.75375,                0.42366,                 1.5203,                 1.1616,                 1.7788,              0.0025131,              0.0025131,              0.0025131
