                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.6007,                 1.5495,                 1.7193,                0.72012,                0.55192,                0.65474,                0.30927,                 1.7009,                 1.5757,                 1.8498,              0.0079581,              0.0079581,              0.0079581
                     36,                  1.567,                 1.5278,                  1.717,                0.71734,                0.59779,                0.66478,                0.32527,                 1.6703,                 1.6608,                 1.8439,              0.0078963,              0.0078963,              0.0078963
                     37,                 1.5623,                 1.5077,                 1.6842,                0.69744,                0.54173,                0.61976,                0.28788,                 1.8019,                 1.6903,                 1.9348,              0.0078344,              0.0078344,              0.0078344
                     38,                 1.6125,                 1.5523,                  1.743,                0.58335,                0.61171,                0.62427,                0.30795,                 1.6631,                 1.6038,                  1.806,              0.0077725,              0.0077725,              0.0077725
                     39,                 1.5608,                 1.5681,                 1.6939,                0.68853,                0.62065,                0.68997,                0.34279,                 1.6235,                 1.5159,                 1.7912,              0.0077106,              0.0077106,              0.0077106
                     40,                 1.5242,                 1.4941,                 1.6804,                0.55306,                0.52208,                0.52934,                0.25155,                 1.7572,                 1.7792,                 1.8961,              0.0076488,              0.0076488,              0.0076488
                     41,                 1.5365,                 1.4661,                 1.6603,                0.76841,                0.61041,                0.68934,                0.33925,                 1.6838,                 1.4961,                 1.8478,              0.0075869,              0.0075869,              0.0075869
                     42,                 1.5308,                 1.4597,                 1.6614,                0.69765,                0.62303,                0.68572,                0.36252,                 1.6045,                 1.5237,                 1.7894,               0.007525,               0.007525,               0.007525
                     43,                 1.5246,                 1.4952,                  1.663,                0.66042,                0.61041,                0.65872,                0.32152,                 1.6612,                 1.6141,                  1.835,              0.0074631,              0.0074631,              0.0074631
                     44,                 1.4952,                 1.3946,                 1.6389,                0.71179,                 0.6388,                0.68812,                0.34819,                 1.6531,                 1.4519,                 1.8056,              0.0074013,              0.0074013,              0.0074013
                     45,                 1.5178,                 1.4109,                 1.6502,                 0.7247,                0.62776,                0.69348,                0.36632,                 1.5668,                 1.4751,                  1.757,              0.0073394,              0.0073394,              0.0073394
                     46,                 1.4428,                 1.3881,                 1.6289,                0.69498,                0.65768,                0.71894,                0.38166,                 1.5708,                 1.3964,                 1.7532,              0.0072775,              0.0072775,              0.0072775
                     47,                 1.4568,                 1.3338,                  1.606,                0.71514,                0.62303,                0.67427,                0.36102,                 1.5951,                 1.4334,                 1.7773,              0.0072156,              0.0072156,              0.0072156
                     48,                  1.467,                 1.3585,                 1.6126,                0.76922,                0.65615,                0.72971,                0.37153,                 1.6501,                 1.4373,                 1.8134,              0.0071538,              0.0071538,              0.0071538
                     49,                 1.4844,                 1.3563,                 1.6199,                0.71146,                0.63006,                0.69703,                0.36533,                    nan,                    nan,                    nan,              0.0070919,              0.0070919,              0.0070919
                     50,                 1.4639,                 1.3698,                 1.6062,                0.72812,                  0.653,                0.70751,                0.37091,                 1.5881,                 1.4899,                 1.7714,                0.00703,                0.00703,                0.00703
                     51,                 1.4457,                 1.3463,                  1.604,                0.76607,                0.63722,                0.71813,                0.37558,                 1.6021,                 1.4795,                 1.7701,              0.0069681,              0.0069681,              0.0069681
                     52,                  1.462,                 1.3145,                 1.6111,                0.71918,                0.60996,                0.68595,                0.35709,                 1.6191,                 1.4736,                 1.7615,              0.0069063,              0.0069063,              0.0069063
                     53,                 1.4829,                 1.3508,                 1.6094,                0.67268,                0.62461,                0.68284,                0.34703,                 1.6619,                 1.4057,                 1.8238,              0.0068444,              0.0068444,              0.0068444
                     54,                 1.4229,                 1.3135,                 1.5819,                0.75572,                0.65388,                 0.7095,                0.38488,                 1.5576,                  1.399,                 1.7128,              0.0067825,              0.0067825,              0.0067825
                     55,                 1.4048,                 1.2906,                 1.5683,                0.78348,                0.66207,                0.72321,                0.39646,                 1.5778,                 1.3439,                 1.7591,              0.0067206,              0.0067206,              0.0067206
                     56,                 1.4167,                 1.3067,                 1.5693,                 0.7384,                0.61883,                0.70253,                0.37958,                 1.5791,                 1.3493,                 1.7559,              0.0066587,              0.0066587,              0.0066587
                     57,                 1.3828,                 1.2603,                 1.5529,                0.74896,                0.64941,                0.71891,                0.37842,                 1.6225,                  1.301,                 1.7627,              0.0065969,              0.0065969,              0.0065969
                     58,                 1.3983,                  1.255,                 1.5468,                0.71194,                0.65882,                0.71081,                0.36903,                 1.6211,                 1.4203,                 1.7568,               0.006535,               0.006535,               0.006535
                     59,                 1.3977,                 1.2421,                 1.5594,                0.74723,                0.64353,                0.70592,                0.38072,                 1.6016,                 1.3785,                 1.7699,              0.0064731,              0.0064731,              0.0064731
                     60,                  1.373,                  1.225,                   1.56,                0.75579,                0.65773,                0.72617,                0.38191,                 1.5894,                 1.2818,                  1.791,              0.0064112,              0.0064112,              0.0064112
                     61,                 1.3814,                  1.227,                 1.5333,                0.73716,                0.67192,                0.72198,                0.39437,                 1.5812,                 1.2727,                 1.7484,              0.0063494,              0.0063494,              0.0063494
                     62,                 1.3459,                 1.2139,                 1.5102,                0.76817,                0.65851,                0.73309,                0.39582,                 1.5631,                  1.358,                 1.7585,              0.0062875,              0.0062875,              0.0062875
                     63,                 1.3582,                 1.1891,                 1.5211,                0.74778,                0.62664,                0.70912,                0.38884,                 1.5645,                 1.3163,                  1.758,              0.0062256,              0.0062256,              0.0062256
                     64,                 1.3423,                 1.2042,                 1.5158,                0.68556,                0.63091,                0.70108,                0.36499,                 1.6261,                 1.3382,                 1.7765,              0.0061637,              0.0061637,              0.0061637
                     65,                 1.3364,                 1.1529,                 1.4871,                0.70905,                0.63565,                0.69852,                  0.367,                 1.6218,                 1.3255,                 1.7992,              0.0061019,              0.0061019,              0.0061019
                     66,                 1.3447,                 1.1625,                 1.4994,                0.73057,                 0.6735,                0.73451,                0.40113,                  1.539,                 1.2863,                 1.7112,                0.00604,                0.00604,                0.00604
                     67,                 1.3292,                 1.1782,                 1.5276,                0.71283,                  0.653,                0.71389,                0.38708,                 1.5655,                 1.3904,                 1.7404,              0.0059781,              0.0059781,              0.0059781
                     68,                 1.3195,                 1.2133,                 1.5074,                0.69028,                0.68612,                 0.7328,                0.38589,                 1.5981,                 1.3115,                 1.7459,              0.0059163,              0.0059163,              0.0059163
                     69,                 1.3146,                 1.1346,                 1.4859,                 0.6979,                0.67035,                0.71927,                 0.3806,                 1.5716,                 1.2781,                 1.7281,              0.0058544,              0.0058544,              0.0058544
                     70,                 1.3075,                 1.1744,                   1.48,                0.74178,                0.68417,                0.74323,                 0.4102,                 1.5261,                  1.272,                 1.6923,              0.0057925,              0.0057925,              0.0057925
                     71,                 1.2862,                 1.1019,                 1.4702,                0.71317,                0.69874,                0.74509,                 0.4141,                 1.5496,                 1.2076,                 1.7096,              0.0057306,              0.0057306,              0.0057306
                     72,                 1.2808,                 1.1029,                 1.4534,                0.66626,                0.62618,                0.64426,                0.33477,                  1.701,                 1.4922,                 1.8537,              0.0056688,              0.0056688,              0.0056688
                     73,                 1.2805,                 1.0936,                 1.4656,                0.72449,                0.66877,                0.73056,                0.39778,                 1.6026,                 1.2475,                 1.7409,              0.0056069,              0.0056069,              0.0056069
                     74,                 1.2659,                 1.1089,                 1.4688,                0.75213,                0.67981,                 0.7486,                 0.4123,                   1.56,                    1.2,                 1.7465,               0.005545,               0.005545,               0.005545
                     75,                 1.3023,                 1.1219,                 1.4715,                0.69081,                0.68612,                0.71916,                0.40052,                 1.5524,                 1.2222,                 1.7434,              0.0054831,              0.0054831,              0.0054831
                     76,                 1.2836,                  1.105,                 1.4714,                0.68325,                0.67666,                0.69568,                0.37799,                 1.6159,                 1.3557,                 1.7776,              0.0054212,              0.0054212,              0.0054212
