                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.3214,                 1.0648,                 1.4956,                0.63994,                0.58311,                0.62679,                0.31372,                 1.8802,                 1.4739,                  2.029,             0.00078062,             0.00078062,             0.00078062
                    152,                 1.2836,                 1.0283,                 1.5027,                0.67062,                0.55521,                0.62687,                0.30906,                 1.8655,                 1.4426,                 2.0126,             0.00071875,             0.00071875,             0.00071875
                    153,                 1.2974,                 1.0172,                 1.5027,                 0.6371,                0.58149,                0.62136,                0.30279,                 1.8618,                 1.4644,                 2.0201,             0.00065688,             0.00065688,             0.00065688
                    154,                 1.2848,                 1.0017,                 1.4711,                0.61384,                0.57164,                 0.6077,                0.29653,                 1.8603,                 1.4718,                 2.0081,               0.000595,               0.000595,               0.000595
                    155,                 1.2601,                0.99826,                 1.4752,                0.67389,                0.52803,                0.61578,                0.30809,                  1.846,                 1.4453,                 2.0042,             0.00053312,             0.00053312,             0.00053312
                    156,                 1.2106,                 0.9443,                 1.4428,                0.68059,                 0.5347,                0.61861,                0.30164,                 1.8719,                 1.4355,                 2.0198,             0.00047125,             0.00047125,             0.00047125
                    157,                 1.2672,                 0.9806,                 1.4764,                0.65045,                0.57886,                0.62438,                0.31119,                 1.8695,                 1.4378,                 2.0167,             0.00040938,             0.00040938,             0.00040938
                    158,                 1.2632,                0.97633,                 1.4749,                0.65381,                 0.5779,                0.61794,                0.30569,                 1.8626,                 1.4485,                 2.0179,              0.0003475,              0.0003475,              0.0003475
                    159,                  1.216,                0.93588,                 1.4305,                0.67041,                0.56782,                0.62622,                0.30541,                 1.8656,                 1.4442,                 2.0113,             0.00028563,             0.00028563,             0.00028563
                    160,                 1.2093,                0.92959,                 1.4475,                0.69849,                0.56273,                0.62961,                 0.3065,                 1.8639,                 1.4368,                 2.0144,             0.00022375,             0.00022375,             0.00022375
